Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
,Vinicius Luiz da Silva,4870510/vinicius-luiz-da-silva,Brazil,,,,,,,
,Rafael Luiz de Almeida,4870273/rafael-luiz-de-almeida,Brazil,,,1987-05-18,,,,
,Ana Luiza de Jesus,4197443/ana-luiza-de-jesus,,,,,,,,
,Cecilia Lujan,4336367/cecilia-lujan,Argentina,,,,,,,
,Hugo Lujan,4426322/hugo-lujan,,,,,,,,
,Ian Lujan,3164450/ian-lujan,USA,,,,,,,
,Javier Lujan,3090275/javier-lujan,Mexico,,,,,,,
,Joey Lujan,2516674/joey-lujan,,Middleweight,,,,,,
,Jose Lujan,2977027/jose-lujan,,,,,,,,
,Mark Lujan,3971585/mark-lujan,,,,,,,,
,Marko Lukacic,3156613/marko-lukacic,,,,,,,,
,Suchat Lukamkuha,4288912/suchat-lukamkuha,,,,,,,,
,Eric Luke,2580276/eric-luke,USA,,,1984-10-27,,,,
,Andy Lukesh,2555787/andy-lukesh,,Featherweight,,,,,,
,Caique Luko,4712488/caique-luko,Brazil,,,1994-05-07,,,,
,Livingston Lukow,4028630/livingston-lukow,USA,,,1988-12-20,,,,
Orthodox,Mike Lullo,2534948/mike-lullo,USA,Featherweight,,1979-07-24,,,,
Southpaw,Qiu Lun,4895361/qiu-lun,China,Flyweight,Enbo Gedou,1997-07-08,Tibetan Knight,66.0,125.0,68.0
,Anselmo Luna,2517118/anselmo-luna,USA,,,1985-05-03,,,155.0,66.0
,Anthony Luna,3089071/anthony-luna,,,,,,,,
,Josh Luna,4036104/josh-luna,,,,,,,,
,Derek Luna Harris,4020433/derek-luna-harris,,,,,,,,
,Jeff Lundberg,2613459/jeff-lundberg,,,,,,,,
,Maxim Lunegov,3088687/maxim-lunegov,,,,,,,,
,Aleksandr Lunga,4816268/aleksandr-lunga,Ukraine,,,,,,,
Orthodox,Dalcha Lungiambula,4217382/dalcha-lungiambula,Democratic Republic of Congo,Light Heavyweight,Dragon Power,1987-07-31,Champion,76.0,185.0,68.0
,Bohumil Lungrik,2590012/bohumil-lungrik,,,,,,,,
Orthodox,Alexandru Lungu,2559175/alexandru-lungu,,,,,,,,
,Eric Lunsford,3153979/eric-lunsford,,,,,,,,
,Tianlong Luo,4894924/tianlong-luo,China,,,,,,135.0,67.0
,Gheorghe Lupu,4880936/gheorghe-lupu,Moldova,,,1996-09-26,,,135.0,67.0
,Sonny Luque,4252256/sonny-luque,,Catchweight,,1981-08-20,,,160.0,71.0
Orthodox,Vicente Luque,3045887/vicente-luque,Brazil,Welterweight,Cerrado MMA,1991-11-27,The Silent Assassin,75.5,170.0,71.0
,Ania Lurchenkova,4799706/ania-lurchenkova,Georgia,,,,,,,
,Bruno Lurette,4033518/bruno-lurette,,,,,,,,
,Anderson Luso,4869293/anderson-luso,Brazil,,,,,,,
,Jason Lussan,3672717/jason-lussan,,,,,,,,
,Thaddeus Luster,2951305/thaddeus-luster,,Open Weight,,,,,,
,Joao Lustosa,4693163/joao-lustosa,Brazil,,,1986-01-28,,,,
,Bruce Lutchmedial,3164771/bruce-lutchmedial,,,,,,,,
,Adelin Lutckanov,2558865/adelin-lutckanov,,Light Heavyweight,,,,,,
,Shaun Luther,4078244/shaun-luther,,,,,,,,
,Michal Lutka,3077804/michal-lutka,,,,,,,,
,James Lutman,3090912/james-lutman,,Bantamweight,,,,,,
,Roman Lutsenko,4286765/roman-lutsenko,Kazakhstan,Featherweight,,,,,,
Orthodox,Travis Lutter,2335768/travis-lutter,USA,Middleweight,,1973-12-05,The Serial Killer,75.0,,
,Joilton Lutterbach,3895855/joilton-lutterbach,Germany,Lightweight,UFD Gym,1992-11-05,Peregrino,74.0,159.0,72.0
,Ed Lutz,2502050/ed-lutz,,Lightweight,,,,,,
Orthodox,Tucker Lutz,4684678/tucker-lutz,USA,Lightweight,Ground Control Academy,1994-07-12,Top Gun,72.0,145.0,68.0
,Umar Luv,2975567/umar-luv,,Light Heavyweight,,,,,,
,Brad Luvaas,3154307/brad-luvaas,,,,,,,,
,Freddie Lux,2972882/freddie-lux,,,,,,,,
,Barry Luxenberg,2964416/barry-luxenberg,,,,,,,,
,Rodivan Luz da Silva,4283975/rodivan-luz-da-silva,,,,,,,,
,Marina Lvova,4293084/marina-lvova,,,,,,,,
,Sico Ly,3092547/sico-ly,,Bantamweight,,,,,,
,Renat Lyatifov,3995904/renat-lyatifov,Ukraine,,,1989-07-02,The Genghis Khan,,,
,Jillian Lybarger,3154907/jillian-lybarger,,,,,,,,
,Josh Lydell,3027608/josh-lydell,,,,,,,,
,Tallis Lymuel,3044420/tallis-lymuel,,,,,,,,
,Den Lyn,4046062/den-lyn,USA,,,,,,,
,Charley Lynch,2976048/charley-lynch,,,,,,,,
,Cody Lynch,4253215/cody-lynch,,,,,,,,
,James Lynch,3925466/james-lynch,,,,,,,,
,Joe Lynch,3902963/joe-lynch,,,,,,,,
,Steven Lynch,2556803/steven-lynch,,,,,,,,
Orthodox,Stevie Lynch,2951306/stevie-lynch,,Welterweight,,,,,,
,Brad Lynde,2500141/brad-lynde,,Light Heavyweight,,,,,,
Orthodox,Adam Lynn,2470337/adam-lynn,,Lightweight,,,,,,
,Tycen Lynn,4207569/tycen-lynn,USA,Bantamweight,Charlie's Combat Club,1987-07-20,Shin To Chin,,135.0,70.0
,Eric Lyon,4881351/eric-lyon,USA,,,,,,,
,Justin Lyon,3077204/justin-lyon,,,,,,,,
,Sandro Lyon,3028734/sandro-lyon,,,,,,,,
,Austin Lyons,2556639/austin-lyons,,Bantamweight,Memphis Judo & Jiu-Jitsu,,,,,
,Brandon Lyons,3093618/brandon-lyons,USA,,,,,,,
,Calvin Lyons,4217389/calvin-lyons,,,,1985-04-29,,,,
,Michael Lyons,4058833/michael-lyons,,,,,,,,
,Mitch Lyons,2515918/mitch-lyons,,Featherweight,,,,,,
,Steven Lyons,4357608/steven-lyons,USA,,,,The Dark Knight,,,
,Tyrone Lyons,4071371/tyrone-lyons,USA,,,,,,,
,Jan Lysak,4214385/jan-lysak,,,,,,,,
,Lukasz Lysoniewski,4415110/lukasz-lysoniewski,Poland,,,1985-01-26,,,265.0,70.0
Orthodox,Chris Lytle,2335670/chris-lytle,USA,Welterweight,,1974-08-18,Lights Out,68.0,,
,Michael Lytle,3601766/michael-lytle,USA,,,,,,,
Orthodox,Yoshihiro Akiyama,2354127/yoshihiro-akiyama,Japan,Welterweight,Jackson-Wink MMA,1975-07-29,Sexyama,73.5,170.0,70.0
Switch,Rostem Akman,4424184/rostem-akman,Sweden,,,1991-12-19,Kurdimus Prime,72.0,170.0,70.0
,Urtych Alarin,4232041/urtych-alarin,,,,,,,,
,Jeremy Alary,3158453/jeremy-alary,,,,,,,,
,Shervin Alavi,2354313/shervin-alavi,,Lightweight,,,,,,
,Stephanie Alba,4253199/stephanie-alba,USA,Women's Atomweight,,,,,105.0,59.0
,John Albert,2611953/john-albert,USA,Bantamweight,Victory MMA,1986-10-13,Prince,68.0,,
,Gabriel Castro,3674413/gabriel-castro,Brazil,,,,,,,
,Jose Castro,3111976/jose-castro,,,,,,,,
,Roberto de Souza,4413120/roberto-de-souza,Brazil,,Bonsai Jiu-Jitsu,1989-09-19,Satoshi,,155.0,70.0
Orthodox,Rafaello Oliveira,2504626/rafaello-oliveira,Brazil,Lightweight,Knoxville Martial Arts Academy,1982-01-26,Tractor,71.5,,
,Lydia Ovcharenko,4289246/lydia-ovcharenko,,,,,,,,
,Robert Tahtinen,4294531/robert-tahtinen,USA,,,,,,,
,Christian M'Pumbu,2555246/christian-mpumbu,Congo,,Crossfight,1977-06-02,Tonton,,,
Orthodox,Dong Hyun Ma,3953367/dong-hyun-ma,South Korea,Lightweight,Busan Team M.A.D.,1988-09-09,Maestro,70.5,155.0,71.0
,Haobin Ma,4377240/haobin-ma,China,Flyweight,,,The Southern Eagle,,,
,Harri Maatta,4696852/harri-maatta,Finland,Flyweight,,1989-02-11,,,,
,Carlo Mabilen,4328239/carlo-mabilen,Philippines,,,,,,,
,Carlo Mabilin,3110355/carlo-mabilin,,,,,,,,
,Joe Mabin,3961430/joe-mabin,USA,,,1974-11-24,,,,
,Joco Mabute,4881976/joco-mabute,Philippines,,,,,,,
,Steve Macabe,2335721/steve-macabe,,Lightweight,,,,,,
,Anderson Macaco,3091154/anderson-macaco,,,,,,,,
,Elias Macaco,3023810/elias-macaco,,,,,,,,
,Rosvel Macaco,3149717/rosvel-macaco,,Featherweight,,,,,,
,James MacAlister,3085077/james-macalister,,,,,,,,
,Jennah Macallister,4700618/jennah-macallister,USA,,,1990-09-03,,,135.0,64.0
,John MaCalolooy,3156329/john-macalolooy,,,,,,,,
Orthodox,William Macario,3037761/william-macario,Brazil,Welterweight,,1991-07-01,Patolino,75.0,170.0,71.0
,Luciano Macarrao,2555481/luciano-macarrao,,,,,,,,
,Brandon MacArthur,2556676/brandon-macarthur,Canada,,,,,,,
,Krystal Macatol,3024345/krystal-macatol,,,,,,,,
,Robert MacAvoy,3154020/robert-macavoy,,,,,,,,
,Andy Maccarone,2559905/andy-maccarone,,Welterweight,,,,,,
,Billy MacDonald,3039182/billy-macdonald,,,,,,,,
,Cory MacDonald,2354282/cory-macdonald,,,,,,,,
,Eric Macdonald,3153391/eric-macdonald,,,,,,,,
,Jacob MacDonald,2556313/jacob-macdonald,,Welterweight,,,,,,
,Jake Macdonald,3165119/jake-macdonald,Canada,,,,,,,
Orthodox,Jason MacDonald,2335771/jason-macdonald,Canada,Middleweight,Pure Fitness and MMA,1975-06-03,The Athlete,80.0,,
,Kevin MacDonald,2594384/kevin-macdonald,,,,,,,,
Orthodox,Rob MacDonald,2431279/rob-macdonald,USA,Light Heavyweight,,,,78.5,,
Orthodox,Rory MacDonald,2501814/rory-macdonald,Canada,Welterweight,TriStar Gym,1989-07-22,Red King,76.0,170.0,72.0
Switch,Ryan MacDonald,4416348/ryan-macdonald,USA,Bantamweight,Disorderly Conduct,1993-03-18,Main Event,71.0,135.0,71.0
,Brian Maceachern,3089339/brian-maceachern,,,,,,,,
,Alessandro Macedo,3147662/alessandro-macedo,,,,,,,,
,Cris Macfer Ferreira Macedo,4693092/cris-macfer-ferreira-macedo,Brazil,,,1993-05-10,,,,
,Ederson Macedo,3020380/ederson-macedo,,,,,,,,
,Rafael Macedo,4200465/rafael-macedo,Brazil,Lightweight,Frontline Academy,1986-08-11,The Butcher,,155.0,67.0
,Thiago Macedo,3896965/thiago-macedo,Brazil,,,,,,,
Southpaw,Veronica Macedo,4044708/veronica-macedo,Venezuela,Women's Flyweight,MMA Factory,1995-10-30,,64.0,135.0,64.0
,Filip Macek,3146510/filip-macek,Czech Republic,,,1991-06-03,,,135.0,67.0
,Marco Macera,2503547/marco-macera,,,,,,,,
,Clayton MacFarlane,3164043/clayton-macfarlane,USA,Welterweight,Team Xplode MMA,,,,,
,Ilima-Lei Macfarlane,3924103/ilima-lei-macfarlane,USA,Women's Flyweight,Team Hurricane Awesome,1990-04-02,,,125.0,64.0
,Cris Macfer Ferreira Macedo,4912829/cris-macfer-ferreira-macedo,Brazil,,,1993-05-10,,,115.0,62.0
,Chris MacGrath,2950989/chris-macgrath,,Flyweight,,,,,,
,Matt MacGrath,2556414/matt-macgrath,Canada,,,1980-01-08,,,,
,Scott MacGregor,3104554/scott-macgregor,,,,,,,,
,Alexandre Machado,3089945/alexandre-machado,Brazil,,Machado Team,,Bebezao,,,
,Bruno Machado,3901009/bruno-machado,Brazil,,,1986-11-08,,,,
,Caio Machado,3104905/caio-machado,Brazil,Featherweight,,1993-05-29,,,135.0,69.0
,Diom Machado,3149711/diom-machado,Brazil,Featherweight,,1976-10-06,,,,
,Gustavo Machado,2447646/gustavo-machado,,,,1975-05-17,Ximu,,,
,Hitalo Machado,3002147/hitalo-machado,,,,,,,,
,Jean Jacques Machado,2502001/jean-jacques-machado,,Welterweight,,,,,,
,Mauricio Machado,3149320/mauricio-machado,Brazil,,,1987-12-28,,,155.0,66.0
,Nicleide Machado,4070801/nicleide-machado,,,,,,,,
,Paulo Machado,4701107/paulo-machado,,,,,,,,
,Rafael Fagundes Machado,3001298/rafael-fagundes-machado,USA,Lightweight,,,,,,
,Shawn Machado,3003044/shawn-machado,,Welterweight,,,,,,
,Sydney Machado,2501373/sydney-machado,Brazil,,,,,,,
,Tais Machado,4418525/tais-machado,,,,,,,,
Orthodox,Valesca Machado,4836549/valesca-machado,Brazil,Women's Strawweight,MSP,1996-05-06,Tina Black,63.0,115.0,64.0
,Wellington Machado,4426287/wellington-machado,Brazil,,,,,,,
,Yure Machado,2557783/yure-machado,,Lightweight,,,,,,
,Andre Luis Machado Oliveira,2565289/andre-luis-machado-oliveira,Brazil,,,1989-07-16,,,,
,Murad Machaev,2987484/murad-machaev,Russia,Featherweight,Fight Nights Team,1986-12-03,Strangler,69.0,155.0,69.0
,Josh Machan,2967991/josh-machan,Canada,Featherweight,,1986-12-04,,,,
,Ryan Machan,2504816/ryan-machan,,,,,,,,
,Matteo Machet,4662446/matteo-machet,,,,,,,,
,Chinzo Machida,4200821/chinzo-machida,Brazil,Featherweight,Team Machida,1977-03-09,,,,
Southpaw,Lyoto Machida,2335524/lyoto-machida,Brazil,Middleweight,Team Machida,1978-05-30,The Dragon,74.0,185.0,73.0
,Andrew Machin,3100166/andrew-machin,Australia,,,,,,,
Orthodox,War Machine,2556655/war-machine,USA,Welterweight,,1981-11-30,,,,
Switch,Anthony Macias,2500342/anthony-macias,,,,,,,,
,Jorge Enrique Macias,3115866/jorge-enrique-macias,,,,,,,,
,Nicholas Macias,4819851/nicholas-macias,USA,,,,,,,
,Nick Macias,3099115/nick-macias,,,,,,,,
,Orlando Macias,4896632/orlando-macias,Mexico,,,,,,,
Southpaw,Pauline Macias,4689228/pauline-macias,USA,Women's Strawweight,FactoryX Muay Thai,1988-06-27,Pita,64.0,115.0,64.0
,Adam Maciejewski,2613529/adam-maciejewski,,,,,,,,
,Adriano Maciel,3153217/adriano-maciel,,,,,,,,
,Davina Maciel,3033426/davina-maciel,Brazil,,,,,,,
,Ivam Maciel,4049988/ivam-maciel,,,,,,,,
,Jessica Maciel,4039958/jessica-maciel,,,,,,,,
,Luis Carlos Maciel,3963356/luis-carlos-maciel,,,,,,,,
,Ricardo Maciel,3896692/ricardo-maciel,,,,,,,,
,Robson Eduardo Maciel,3901126/robson-eduardo-maciel,Brazil,,,,,,,
,Marcos Maciel de Oliveira,2969826/marcos-maciel-de-oliveira,,Lightweight,,,,,,
,Jamie Macile,3960662/jamie-macile,,,,,,,,
,Blaine Macintosh,2504963/blaine-macintosh,,Lightweight,,,,,,
,Jaret MacIntosh,3077811/jaret-macintosh,,,,,,,,
,Jonathan Mack,3044572/jonathan-mack,,,,,,,,
,Shawn Mack,4202966/shawn-mack,,,,,,,,
,Tashawn Mack,4394196/tashawn-mack,USA,Bantamweight,,,,,,
,Willie Mack,3039007/willie-mack,,,,,,,,
,Jeff Mackens,2594380/jeff-mackens,,,,,,,,
,Colin MacKenzie,3074415/colin-mackenzie,,,,,,,,
,Mike Mackenzie,3098428/mike-mackenzie,,,,,,,,
,Jordan Mackin,4243352/jordan-mackin,USA,,,1991-08-26,,,,
,Jamie Mackinnon,3083570/jamie-mackinnon,,Featherweight,,,,,,
,Jonathan Mackles,3074980/jonathan-mackles,,,,,,,,
,Jedrzej Mackowiak,4079297/jedrzej-mackowiak,Poland,,,,,,260.0,76.0
,Ali Maclean,3011930/ali-maclean,Northern Ireland,,,1990-02-05,,,,
,Craig MacLean,4876298/craig-maclean,Canada,Bantamweight,,1987-11-03,The Cookie Monster,,135.0,68.0
,Ross Macleod,3077832/ross-macleod,,,,,,,,
,John Macphearson,2504820/john-macphearson,,,,,,,,
,Mitchell MacPhee,4054647/mitchell-macphee,Canada,Bantamweight,Independent MMA,1987-08-28,,,,
,Rodney MacSwain,3016824/rodney-macswain,New Zealand,,,1986-10-27,,,,
,Ana Macsweeney,4883799/ana-macsweeney,Germany,,,,,,,
,Theodore Macuka,4870171/theodore-macuka,USA,,,2000-02-10,,,145.0,72.0
Orthodox,Reza Madadi,2502041/reza-madadi,Iran,Lightweight,Hilti NHB,1980-06-20,Mad Dog,72.5,,
,Arbi Madaev,4060515/arbi-madaev,Russia,,,,,,,
,Marvin Madariaga,3128291/marvin-madariaga,,,,,,,,
,Elia Madau,4289291/elia-madau,,,,,,,,
,Christopher Madden,4065049/christopher-madden,USA,,,,,,,
,Fabricio Madeirada,2964888/fabricio-madeirada,Brazil,,,,,,,
Southpaw,Don Madge,4331588/don-madge,South Africa,Lightweight,Fight Fit Militia,1990-11-12,Magic Man,72.5,155.0,72.0
,Ezenilton Madiboo,3147147/ezenilton-madiboo,,,,,,,,
Orthodox,Ryan Madigan,2335826/ryan-madigan,,Welterweight,,1977-04-02,The Lion,,,
,Barbara Madison,2594048/barbara-madison,,,,,,,,
,Darryl Madison,3002608/darryl-madison,,,,,,,,
,Murad Madomedov,3024540/murad-madomedov,,,,,,,,
,Alex Madrid,3571353/alex-madrid,,,,,,,,
,Benny Madrid,3146825/benny-madrid,USA,Lightweight,,1980-08-08,,,,
,Daniel Madrid,3085063/daniel-madrid,USA,Middleweight,Grace Fighting Systems,1984-04-24,Demigod,,185.0,75.0
,Erica Madrid,3043312/erica-madrid,,,,,,,,
,Joe Madrid,3153257/joe-madrid,USA,Bantamweight,Rise Combat Sports,1990-08-16,The Barber,,135.0,66.0
,Matt Madrid,3128320/matt-madrid,,,,,,,,
,Michael Madrid,3001945/michael-madrid,USA,,,,,,,
,Robert Madrid,3347169/robert-madrid,,,,,,,,
,Jeffry Madrigal,3161687/jeffry-madrigal,,,,,,,,
,Robert Madrigal,2594111/robert-madrigal,,,,,,,,
,Victor Hugo Madrigal,4688624/victor-hugo-madrigal,Mexico,Bantamweight,,,Mad Dog,,135.0,67.0
,Catalina Madril,3104470/catalina-madril,,,,,,,,
Orthodox,Jon Madsen,2501671/jon-madsen,USA,Heavyweight,,1980-02-12,,72.0,,
Orthodox,Mark O. Madsen,4409220/mark-o-madsen,Denmark,Lightweight,Fight Ready,1984-09-23,The Olympian,72.0,156.0,68.0
,Chucky Mady,2512979/chucky-mady,Canada,Featherweight,,1988-10-16,The Energiza Bunny,,145.0,67.0
,Kora Maea,4575700/kora-maea,Australia,,,,,,,
,Keitaro Maeda,2554815/keitaro-maeda,,Middleweight,,,,,,
,Kentaro Maeda,3942791/kentaro-maeda,,,,1978-09-28,,,,
,Makoto Maeda,4059079/makoto-maeda,Japan,,,1977-09-23,,,,
Southpaw,Yoshiro Maeda,2447633/yoshiro-maeda,Japan,Flyweight,,1981-10-31,,68.0,,
,Shinji Maeguchi,3135304/shinji-maeguchi,,,,,,,,
,Yukiharu Maejima,2354288/yukiharu-maejima,,Welterweight,,1973-11-05,,,,
,Kumiko Maekawa,3041828/kumiko-maekawa,,,,,,,,
,Shinichi Maeno,4244001/shinichi-maeno,Japan,,,,,,,
,Tomo Maesawa,3041832/tomo-maesawa,Japan,,,1987-12-10,,,105.0,59.0
,Mike Maestas,2499012/mike-maestas,,Lightweight,,,Demolition Man,,,
,Teppei Maeyama,4409572/teppei-maeyama,Japan,,,1995-06-12,,,,
,Pety Maffort,3897313/pety-maffort,Brazil,,,,,,,
Orthodox,Leonardo Mafra,2965162/leonardo-mafra,Brazil,Lightweight,,1989-04-25,Macarrao,70.0,,
,Leonardo Mafra Texeira,3010413/leonardo-mafra-texeira,,,,,,,,
,Ioan Maftei,3797155/ioan-maftei,,,,,,,,
,Sevak Magakian,2961439/sevak-magakian,,,,,,,,
Orthodox,Bernardo Magalhaes,2615273/bernardo-magalhaes,Australia,Lightweight,TP Fight Team,1981-04-08,Trekko,65.0,,
Orthodox,Caio Magalhaes,2613965/caio-magalhaes,Brazil,Middleweight,Teixeira MMA & Fitness,1987-12-14,Hellboy,73.0,185.0,73.0
,Joana Filipa Magalhaes,4396793/joana-filipa-magalhaes,,,,,,,,
,Jorge Magalhaes,2560716/jorge-magalhaes,,Welterweight,,,,,,
,Rodrigo Magalhaes,3417390/rodrigo-magalhaes,,,,,,,,
,Vinicius Magalhaes,2970428/vinicius-magalhaes,,Catch Weight,,,Draculinho,,,
,Vinny Magalhaes,2335643/vinny-magalhaes,Brazil,Light Heavyweight,Syndicate MMA,1984-07-02,Pezao,75.0,205.0,75.0
,Felisha Magallan,4700620/felisha-magallan,USA,,,,,,125.0,66.0
,Magomed Magamedov,4690511/magomed-magamedov,Russia,,,,,,,
,Rasul Magamedov,3173098/rasul-magamedov,,,,,,,,
Orthodox,Angela Magana,3024354/angela-magana,USA,Women's Strawweight,,1983-08-02,Your Majesty,65.0,115.0,64.0
Orthodox,Brandon Magana,2951308/brandon-magana,,Welterweight,,,,,,
,Eric Magana,2951307/eric-magana,,Lightweight - DREAM (70kg),,,,,,
,Luis Magana,4412437/luis-magana,,,,,,,,
,Islam Maganadov,4260772/islam-maganadov,,,,,,,,
,Jonas Magard,4291016/jonas-magard,,,,1992-06-08,,,145.0,68.0
,Jared Magby,4059303/jared-magby,USA,,,,,,,
,Raquel Magdaleno,3676028/raquel-magdaleno,,,,,,,,
,Steve Magdaleno,3061122/steve-magdaleno,,Featherweight,,,,,,
,Eric Magee,3903365/eric-magee,,,,,,,,
,Jack Magee,3157462/jack-magee,England,Welterweight,,1984-12-18,Mad,,,
,Marlen Magee,4351089/marlen-magee,USA,,,,,,155.0,71.0
,Zach Maggard,4237951/zach-maggard,,,,,,,,
,Rocco Maggorie,3153365/rocco-maggorie,,,,,,,,
,Hakar Magid,4213319/hakar-magid,,,,,,,,
,Mario Magnalia,4059192/mario-magnalia,,,,,,,,
,Adriano Magnani,3099072/adriano-magnani,,,,,,,,
,Ole Magnor,4424210/ole-magnor,Norway,,,,,,,
,Grace Magnussen,3169417/grace-magnussen,,,,,,,,
Orthodox,Neil Magny,3001914/neil-magny,USA,Welterweight,Elevation Fight Team,1987-08-03,The Haitian Sensation,80.0,170.0,75.0
,Rashid Magomadov,2559243/rashid-magomadov,,,,,,,,
,Viskhan Magomadov,4423249/viskhan-magomadov,,,,,,,,
,Raimond Magomedaliev,4565683/raimond-magomedaliev,Russia,Welterweight,Eagles MMA,1990-06-10,,,170.0,75.0
,Rasul Magomedaliev,3088658/rasul-magomedaliev,,,,,,,,
,Magomed Magomedkerimov,3094530/magomed-magomedkerimov,Russia,Welterweight,American Top Team,1990-01-10,,73.0,170.0,73.0
,Abdulhalik Magomedov,3024609/abdulhalik-magomedov,,,,,,,,
,Abdulla Magomedov,4277863/abdulla-magomedov,Russia,,,,,,,
,Abdulmajid Magomedov,3968289/abdulmajid-magomedov,Russia,,,1987-09-02,,,,
,Abusupiyan Magomedov,3077822/abusupiyan-magomedov,Germany,Middleweight,UFD Gym,1990-09-02,Abus,78.0,185.0,74.0
,Ali Magomedov,4694835/ali-magomedov,Russia,Flyweight,,,,,125.0,66.0
,Alihan Magomedov,2557923/alihan-magomedov,,Light Heavyweight,,,,,,
,Alikhan Magomedov,3734512/alikhan-magomedov,,,,,,,,
,Arsen Magomedov,3087916/arsen-magomedov,,,,,,,,
,Artur Magomedov,4303030/artur-magomedov,,,,,,,,
,Bekbulat Magomedov,3954154/bekbulat-magomedov,Russia,Featherweight,,1990-11-05,,,145.0,68.0
,Dzhamal Magomedov,4291582/dzhamal-magomedov,Russia,,,,,,,
,Dzhambulat Magomedov,3956802/dzhambulat-magomedov,,,,,,,,
,Eldar Magomedov,4281419/eldar-magomedov,,,,,,,,
,Gadji Magomedov,3023792/gadji-magomedov,,,,,,,,
,Gamzat Magomedov,4684133/gamzat-magomedov,Russia,Bantamweight,,,,,,
Orthodox,Ibragim Magomedov,2354531/ibragim-magomedov,Russia,,,,,,,
,Jamal Magomedov,2999768/jamal-magomedov,,,,,,,,
,Kamal Magomedov,4591016/kamal-magomedov,Russia,,,1991-05-15,,,170.0,68.0
,Karim Magomedov,4275042/karim-magomedov,,,,,,,,
,Kazbek Magomedov,3077991/kazbek-magomedov,,,,,,,,
,Khizri Magomedov,4911959/khizri-magomedov,Russia,,,,,,,
,Magomed Magomedov,2966188/magomed-magomedov,Russia,Bantamweight,,1991-12-25,Tiger,,135.0,67.0
,Magomed Magomedov,4600098/magomed-magomedov,,,,,,,,
,Magomed Magomedov,4703005/magomed-magomedov,Russia,Middleweight,,1994-01-21,Molodoy,,,
,Magomed Magomedov,4703006/magomed-magomedov,Russia,Lightweight,,,,,,
,Magomed Magomedov,4705125/magomed-magomedov,Russia,,,,,,,
,Magomedtagir Magomedov,3103203/magomedtagir-magomedov,,,,,,,,
,Marat Magomedov,3955237/marat-magomedov,Russia,Featherweight,,1990-06-16,,,145.0,68.0
,Murad Magomedov,3024554/murad-magomedov,Russia,Flyweight,,,,,,
,Muslim Magomedov,4714499/muslim-magomedov,Russia,,,1995-01-31,,,205.0,72.0
Orthodox,Rashid Magomedov,2557936/rashid-magomedov,Russia,Lightweight,Gorets,1984-05-14,Goretz,70.5,155.0,69.0
,Rasul Magomedov,4293438/rasul-magomedov,Russia,,,,,,,
,Roman Magomedov,4783029/roman-magomedov,Russia,,,,,,,
Orthodox,Ruslan Magomedov,2976990/ruslan-magomedov,Russia,Heavyweight,Fight Club Berkut,1986-11-26,Leopard,78.0,,
,Salman Magomedov,4299565/salman-magomedov,,,,,,,,
,Shamil Magomedov,4896571/shamil-magomedov,Russia,Bantamweight,Eagles MMA,1993-02-04,BJ,,,
,Shamkhan Magomedov,4393679/shamkhan-magomedov,,,,,,,,
,Sharaputdin Magomedov,4421784/sharaputdin-magomedov,Russia,,,1994-05-16,,,,
,Yusup Magomedov,3027482/yusup-magomedov,,,,,,,,
,Madina Magomedova,4894781/madina-magomedova,Russia,,,,,,,
,Khasan Magomedsharipov,4715264/khasan-magomedsharipov,Russia,,,2000-10-06,,,145.0,71.0
Orthodox,Zabit Magomedsharipov,4241041/zabit-magomedsharipov,Russia,Featherweight,Ricardo Almeida Jiu-Jitsu,1991-03-01,,73.0,145.0,73.0
,Vladimir Magomedshayshafiev,3089006/vladimir-magomedshayshafiev,,,,,,,,
,Shamil Magomedzagidov,4423282/shamil-magomedzagidov,Russia,,,,,,,
,Flavio Rodrigo Magon,3147311/flavio-rodrigo-magon,Brazil,Light Heavyweight,,1984-05-28,,,205.0,72.0
,Alessandro Magrao,4341579/alessandro-magrao,,,,,,,,
,Aaron Magro,3115044/aaron-magro,,,,,,,,
,Cristian Magro,3988871/cristian-magro,Italy,,,1981-06-25,,,,
,Paulo Magueta,3895529/paulo-magueta,Brazil,,,,,,,
,Adson Maguila,3147159/adson-maguila,,,,,,,,
,Vanessa Maguila,4044300/vanessa-maguila,,,,,,,,
,Maguinho Maguinho,3895850/maguinho-maguinho,Brazil,,,,,,,
Southpaw,John Maguire,2559233/john-maguire,England,Lightweight,Tsunami Gym,1983-05-19,The One,69.0,175.0,69.0
,Tom Maguire,2555119/tom-maguire,,,,,,,,
,Tommy Maguire,2502321/tommy-maguire,,,,,,,,
,Zagalav Mahachev,3077994/zagalav-mahachev,,,,,,,,
,Matt Mahaerry,3149688/matt-mahaerry,,,,,,,,
,Eduardo Mahal,4070302/eduardo-mahal,,,,,,,,
,Shantaram Maharaj,3871738/shantaram-maharaj,,,,,,,,
,Reza Mahdavian,2977007/reza-mahdavian,,Light Heavyweight,,,,,,
,Lolohea Mahe,2558494/lolohea-mahe,,,,,,,,
,Chad Maheau,2558389/chad-maheau,,Middleweight,,,,,,
,Michelle Maher,2951309/michelle-maher,,Lightweight - DREAM (70kg),,,,,,
Orthodox,Maheshate Maheshate,4895360/maheshate-maheshate,China,Lightweight,Enbo Gedou,1999-01-12,,71.0,156.0,72.0
